"note","candidate_name","response","q_id"
"Ættum að byggja upp okkar eigið hjálparstarf í stað þess að styrkja önnur félög. Þannig er hægt að fylgja eftir hverri krónu og passa að allt skili sér á réttan stað. Útgjöldin í þennan flokk ættu að fara eftir okkar eigin þjóðarhag. Ef gengur vel þá er lagt meira í sjóðinn ef gengur ílla þá er lagt minna í hann.","Oddur Andri Thomasson Ahrens","Hvorki né",53
"","Oddur Andri Thomasson Ahrens","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"Fer í raun eftir eðli frammkvæmdarinnar. Almennt er ég á móti því.","Oddur Andri Thomasson Ahrens","Mjög andvíg(ur)",55
"Hringvegurinn verður að vera opinn allan ársins hring.","Oddur Andri Thomasson Ahrens","Mjög mikilvægt",56
"Að því gefnu að dýrin sem eiga í hlut fái bestu mögulegu meðferð sem völ er á hverju sinni.","Oddur Andri Thomasson Ahrens","Sammála",57
"Verðbólga veldur atvinnuleysi.","Oddur Andri Thomasson Ahrens","Verðbólgu",58
"","Oddur Andri Thomasson Ahrens","Sammála",59
"Enginn er mikilvægari en annar en ekki er hægt að líta frammhjá því að framleiðsla skilar hlutfallslega meiru fyrir þjóðarbúið í heild sinni í krónum talið.","Oddur Andri Thomasson Ahrens","Sammála",60
"Ég er stoltur af þjóðerni mínu og hef það að takmarki að gera Ísland að stað þar sem allir geta haft það gott og verið stoltir af því að vera Íslendingar.","Oddur Andri Thomasson Ahrens","Mjög ósammála",61
"","Oddur Andri Thomasson Ahrens","Sammála",62
"Aldrei á að leggja hendur á börn!","Oddur Andri Thomasson Ahrens","Mjög ósammála",63
"Þjóðkirkjan, eins og aðrar trúar hópar, á fyllilega rétt á sér. En það að ríkið skuli leggja henni lið þykir mér vera tímaskekkja og ekkert annað. Stend sjálfur utan trúfélaga.","Oddur Andri Thomasson Ahrens","Hlutlaus",64
"Hún er mikilvæg ef kenna á um trú yfir höfuð. Ég er á móti því að kennd sé eingöngu kristnifræði t.d.","Oddur Andri Thomasson Ahrens","Sammála",65
"Það á ekki að ""þvinga"" börn til trúar iðkunar.","Oddur Andri Thomasson Ahrens","Mjög sammála",66
"","Sigurður Hrafn Sigurðsson","Hvorki né",1
"","Sigurður Hrafn Sigurðsson","Frekar hlynnt(ur)",2
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",3
"","Sigurður Hrafn Sigurðsson","Frekar hlynnt(ur)",4
"","Sigurður Hrafn Sigurðsson","Ísland á að hætta aðildaviðræðum",5
"","Sigurður Hrafn Sigurðsson","Hagsmunum Íslands er best borgið utan ESB",6
"","Sigurður Hrafn Sigurðsson","Bandaríkjadal",7
"","Sigurður Hrafn Sigurðsson","Frekar hlynnt(ur)",8
"","Sigurður Hrafn Sigurðsson","Mjög ósammála",9
"","Sigurður Hrafn Sigurðsson","Mjög ósammála",10
"","Sigurður Hrafn Sigurðsson","Mjög andvíg(ur)",11
"","Sigurður Hrafn Sigurðsson","Hlutlaus",12
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",13
"","Sigurður Hrafn Sigurðsson","Ósammála",14
"","Sigurður Hrafn Sigurðsson","Styrkirnir eru alltof háir",15
"","Sigurður Hrafn Sigurðsson","Skattbyrðin er alltof há",16
"","Sigurður Hrafn Sigurðsson","Frekar hlynnt(ur)",17
"","Sigurður Hrafn Sigurðsson","Ósammála",18
"","Sigurður Hrafn Sigurðsson","Skattar eru alltof háir",19
"","Sigurður Hrafn Sigurðsson","Frekar andvíg(ur)",20
"","Sigurður Hrafn Sigurðsson","Mjög sammála",21
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",22
"","Sigurður Hrafn Sigurðsson","Frekar andvíg(ur)",23
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",24
"","Sigurður Hrafn Sigurðsson","Frekar hlynnt(ur)",25
"","Sigurður Hrafn Sigurðsson","Sammála",26
"","Sigurður Hrafn Sigurðsson","Mjög sammála",27
"","Sigurður Hrafn Sigurðsson","Mjög sammála",28
"","Sigurður Hrafn Sigurðsson","Framfærslan er of lág",29
"","Sigurður Hrafn Sigurðsson","Bætur eru of lágar",30
"","Sigurður Hrafn Sigurðsson","Bætur eru hæfilegar",31
"","Sigurður Hrafn Sigurðsson","Of vægir",32
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",33
"","Sigurður Hrafn Sigurðsson","Hlutlaus",34
"","Sigurður Hrafn Sigurðsson","Mjög andvíg(ur)",35
"","Sigurður Hrafn Sigurðsson","Frekar andvíg(ur)",36
"","Sigurður Hrafn Sigurðsson","Sammála",37
"","Sigurður Hrafn Sigurðsson","Sammála",38
"","Sigurður Hrafn Sigurðsson","20 ára",39
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",40
"","Sigurður Hrafn Sigurðsson","Frekar hlynnt(ur)",41
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",42
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",43
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",44
"","Sigurður Hrafn Sigurðsson","Mjög andvíg(ur)",45
"","Sigurður Hrafn Sigurðsson","Sammála",46
"","Sigurður Hrafn Sigurðsson","Mikilvægt",47
"","Sigurður Hrafn Sigurðsson","Frekar hlynnt(ur)",48
"","Sigurður Hrafn Sigurðsson","Mjög andvíg(ur)",49
"","Sigurður Hrafn Sigurðsson","Mjög sammála",50
"","Sigurður Hrafn Sigurðsson","Mjög hlynnt(ur)",51
"","Sigurður Hrafn Sigurðsson","Frekar andvíg(ur)",52
"","Sigurður Hrafn Sigurðsson","Mjög ósammála",53
"","Sigurður Hrafn Sigurðsson","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Sigurður Hrafn Sigurðsson","Mjög andvíg(ur)",55
"","Sigurður Hrafn Sigurðsson","Mjög mikilvægt",56
"","Sigurður Hrafn Sigurðsson","Sammála",57
"","Sigurður Hrafn Sigurðsson","Verðbólgu",58
"","Sigurður Hrafn Sigurðsson","Sammála",59
"","Sigurður Hrafn Sigurðsson","Ósammála",60
"","Sigurður Hrafn Sigurðsson","Mjög ósammála",61
"","Sigurður Hrafn Sigurðsson","Sammála",62
"","Sigurður Hrafn Sigurðsson","Sammála",63
"","Sigurður Hrafn Sigurðsson","Hlutlaus",64
"","Sigurður Hrafn Sigurðsson","Mjög sammála",65
"","Sigurður Hrafn Sigurðsson","Mjög sammála",66
"","Vésteinn Valgarðsson","Mjög ósammála",1
"Það er nóg komið af álverum og auk þess er nóg komið af náttúruspjöllum.","Vésteinn Valgarðsson","Mjög andvíg(ur)",2
"","Vésteinn Valgarðsson","Mjög hlynnt(ur)",3
"Fórnarkostnaðurinn er of mikill, og auk þess höfum við ekki þörf fyrir mikið fleiri virkjanir.","Vésteinn Valgarðsson","Mjög andvíg(ur)",4
"Við eigum ekki að ganga í ESB -- þar af leiðandi eigum við ekki að vera í aðildarviðræðum.","Vésteinn Valgarðsson","Ísland á að hætta aðildaviðræðum",5
"","Vésteinn Valgarðsson","Hagsmunum Íslands er best borgið utan ESB",6
"Íslenska krónu ásamt félagsvæddu fjármálakerfi, sem mundi draga mjög úr óstöðugleika hagkerfisins og auka sanngirni, en mundi samt fylgja hagsveiflu landsins -- sem enginn annar gjaldmiðill gerir.","Vésteinn Valgarðsson","Íslenska krónu",7
"Við eigum ekki að vera með í hernaðarbandalögum.","Vésteinn Valgarðsson","Mjög andvíg(ur)",8
"","Vésteinn Valgarðsson","Mjög sammála",9
"","Vésteinn Valgarðsson","Mjög sammála",10
"","Vésteinn Valgarðsson","Mjög hlynnt(ur)",11
"","Vésteinn Valgarðsson","Mjög andvíg(ur)",12
"","Vésteinn Valgarðsson","Hlutlaus",13
"","Vésteinn Valgarðsson","Mjög ósammála",14
"","Vésteinn Valgarðsson","Styrkirnir eru hæfilegir",15
"Skattbyrðin er að meðaltali hæfileg, en þyrfti að hliðra henni meira frá lágtekjufólki til hátekjufólks.","Vésteinn Valgarðsson","Skattbyrðin er hæfileg",16
"","Vésteinn Valgarðsson","Mjög andvíg(ur)",17
"","Vésteinn Valgarðsson","Mjög sammála",18
"","Vésteinn Valgarðsson","Skattar eru hæfilegir",19
"","Vésteinn Valgarðsson","Mjög hlynnt(ur)",20
"","Vésteinn Valgarðsson","Mjög sammála",21
"","Vésteinn Valgarðsson","Frekar andvíg(ur)",22
"","Vésteinn Valgarðsson","Mjög hlynnt(ur)",23
"","Vésteinn Valgarðsson","Mjög hlynnt(ur)",24
"Það er hvergi nærri nóg að aðskilja fjárfestingabanka og viðskiptabanka, því það þarf að félagsvæða allt fjármálakerfið og reka það sem opinbera þjónustu.","Vésteinn Valgarðsson","Mjög hlynnt(ur)",25
"","Vésteinn Valgarðsson","Mjög sammála",26
"Það er óeðlilegt að lán séu verðtryggð en laun ekki. Vextir eru samt meira vandamál -- félagsvæðing fjármálakerfisins mun draga mjög úr skaðanum af verðtryggingunni.","Vésteinn Valgarðsson","Sammála",27
"Það er a.m.k. raunhæft ef fjármálakerfið er félagsvætt -- þá værum við komin með þau tæki í hendurnar sem við þyrftum til að geta það.","Vésteinn Valgarðsson","Mjög sammála",28
"Framfærsluviðmið gilda ekkert síður um námsmenn heldur en aðra.","Vésteinn Valgarðsson","Framfærslan er alltof lág",29
"Framfærsluviðmið gilda ekkert síður um öryrkja heldur en aðra og auk þess er stór hluti öryrkja hlunnfarinn með skerðingum.","Vésteinn Valgarðsson","Bætur eru alltof lágar",30
"Framfærsluviðmið gilda ekkert síður um atvinnulausa en aðra.","Vésteinn Valgarðsson","Bætur eru alltof lágar",31
"Tilfinningin er að þeir séu of vægir og að of fáir séu dæmdir -- en vegna spursmála um réttarríkið, um raunverulegan fælingarmátt og um mismun milli brota, þori ég ekki að kveða fast að orði.","Vésteinn Valgarðsson","Veit ekki",32
"Ég veit ekki hvaða alvöru forvarnargildi það hefur að útskúfa mönnum sem eru kannski fyrst og fremst lasnir.","Vésteinn Valgarðsson","Vil ekki svara",33
"","Vésteinn Valgarðsson","Hlutlaus",34
"","Vésteinn Valgarðsson","Frekar andvíg(ur)",35
"Öll kerfi sem búa til forréttindastéttir eru ranglát, og ofsagróði fámennrar elítu skaðar allt þjóðfélagið.","Vésteinn Valgarðsson","Mjög andvíg(ur)",36
"Skilgreiningin er nokkuð góð, en mætti vera heldur víðari.","Vésteinn Valgarðsson","Sammála",37
"Það á að tryggja rekstraröryggi fyrirtækja með því að félagsvæða fjármálakerfið og veita þeim aðgang að hagstæðum lánum sem þau ráða við að borga.","Vésteinn Valgarðsson","Ósammála",38
"Orkufyrirtæki ættu að vera í opinberri eigu.","Vésteinn Valgarðsson","10 ára",39
"","Vésteinn Valgarðsson","Mjög hlynnt(ur)",40
"Formlega séð er Alþingi hvorki ekki bundið af niðurstöðum stjórnlagaráðs né þjóðaratkvæðagreiðslunnar, en ætti að sjá sóma sinn í að samþykkja þær. Nýja stjórnarskráin yrði miklu betri en sú gamla, og auk þess væri hægt að halda áfram að bæta hana.","Vésteinn Valgarðsson","Frekar hlynnt(ur)",41
"Persónukjör leysir ekki eins mörg vandamál og maður heyrir stundum og hefur vissa ókosti, t.d. vegna þess forskots sem þjóðþekkt fólk hefur, en það gæti vel verið til bóta að taka það upp, a.m.k. í einhverjum mæli.","Vésteinn Valgarðsson","Frekar hlynnt(ur)",42
"Mér finnst ekki réttlátt að atkvæði vegi misþungt og ef kjördæmaskiptingin verður áfram, þætti mér eðlilegt að skoða meiri mótvægisaðgerðir til að jafna atkvæðin meira.","Vésteinn Valgarðsson","Frekar hlynnt(ur)",43
"Fullnægjandi aðhald krefst mjög mikils gegnsæis.","Vésteinn Valgarðsson","Mjög hlynnt(ur)",44
"","Vésteinn Valgarðsson","Hlutlaus",45
"Það eiga allir að fá aðgang að betri heilbrigðisþjónustu og aðgangurinn á að vera sá sami fyrir alla.","Vésteinn Valgarðsson","Mjög ósammála",46
"Þjónusta sálfræðinga er mikilvægur hluti af heilbrigðiskerfinu og vitanlega eiga sjúkratryggingar að endurspegla það.","Vésteinn Valgarðsson","Mjög mikilvægt",47
"Þjónusta tannlækna er mikilvægur hluti af heilbrigðiskerfinu og vitanlega eiga sjúkratryggingar að endurspegla það.","Vésteinn Valgarðsson","Mjög hlynnt(ur)",48
"Það gerir þjónustuna bæði dýrari og verri.","Vésteinn Valgarðsson","Mjög andvíg(ur)",49
"","Vésteinn Valgarðsson","Mjög ósammála",50
"Það eru of sterk rök bæði með og á móti, og of margar siðferðislegar og lagalegar spurningar sem þarf að svara, til þess að ég hafi getað myndað mér skoðun á því.","Vésteinn Valgarðsson","Hlutlaus",51
"Aðallega ætti enginn að þurfa að selja vændi.","Vésteinn Valgarðsson","Hlutlaus",52
"Það ætti a.m.k. að fjármagna það með skattfé, en ég sé ekki að söfnunarfé sé neitt síðra.","Vésteinn Valgarðsson","Hvorki né",53
"Það væri fínt að losna við völlinn úr Vatnsmýrinni, en það þarf samt að vera innanlandsflugvöllur í Reykjavík og ég sé ekki að það verði gert öðruvísi en að hafa hann kyrran.","Vésteinn Valgarðsson","Annað",54
"","Vésteinn Valgarðsson","Mjög andvíg(ur)",55
"","Vésteinn Valgarðsson","Veit ekki",56
"Ef það er í alvörunni í þágu framfara í læknavísindum, þá finnst mér það réttlætanlegt.","Vésteinn Valgarðsson","Sammála",57
"Af tvennu illu tel ég mikið atvinnuleysi vera töluvert verra.","Vésteinn Valgarðsson","Atvinnuleysi",58
"Að markaður sé ""frjáls"" þýðir aðallega að ráðastéttin sé frjáls, og það er einatt á kostnað alþýðunnar.","Vésteinn Valgarðsson","Mjög ósammála",59
"Að breyttu breytanda er ég sammála því sem Vídalínspostilla segir: ""Bóndinn á akrinum er Guði jafnþóknanlegur og presturinn fyrir altarinu.""","Vésteinn Valgarðsson","Ósammála",60
"","Vésteinn Valgarðsson","Mjög sammála",61
"","Vésteinn Valgarðsson","Mjög sammála",62
"","Vésteinn Valgarðsson","Mjög ósammála",63
"Það er fráleit og ranglát tímaskekkja að ríkið hampi einu trúfélagi. Það á að láta trúmál sem mest afskiptalaus.","Vésteinn Valgarðsson","Mjög andvíg(ur)",64
"","Vésteinn Valgarðsson","Mjög sammála",65
"Trúboð á ekki heima á neinu stigi menntakerfisins.","Vésteinn Valgarðsson","Mjög sammála",66
"","Helga Arnardóttir","Mjög ósammála",1
"","Helga Arnardóttir","Mjög andvíg(ur)",2
"","Helga Arnardóttir","Mjög hlynnt(ur)",3
"","Helga Arnardóttir","Mjög andvíg(ur)",4
"","Helga Arnardóttir","Ísland á að hætta aðildaviðræðum",5
"","Helga Arnardóttir","Hagsmunum Íslands er best borgið utan ESB",6
"","Helga Arnardóttir","Íslenska krónu",7
"","Helga Arnardóttir","Mjög andvíg(ur)",8
"","Helga Arnardóttir","Sammála",9
"Ég tel mikilvægt að styðja við íslenska framleiðslu og tryggja þannig bæði atvinnu bænda og framboð af íslenskri matvöru.","Helga Arnardóttir","Sammála",10
"","Helga Arnardóttir","Hlutlaus",11
"","Helga Arnardóttir","Mjög andvíg(ur)",12
"","Helga Arnardóttir","Frekar andvíg(ur)",13
"","Helga Arnardóttir","Mjög ósammála",14
"","Helga Arnardóttir","Styrkirnir eru hæfilegir",15
"Ég tel þó mikilvægt að minnka skattbyrði hjá þeim tekjulægstu, t.d. með því að hækka persónuafsláttinn og að hækka megi skatta hjá þeim sem eru mjög tekjuháir.","Helga Arnardóttir","Skattbyrðin er hæfileg",16
"","Helga Arnardóttir","Mjög andvíg(ur)",17
"","Helga Arnardóttir","Sammála",18
"Ég tel mikilvægt að efla almenningssamgöngur svo fleiri sjái sér fært að nota þær í stað einkabílsins. Það getur sparað miklar fjárhæðir á heimilum og dregið úr mengun vegna svifryks.","Helga Arnardóttir","Skattar eru hæfilegir",19
"","Helga Arnardóttir","Mjög hlynnt(ur)",20
"","Helga Arnardóttir","Mjög sammála",21
"","Helga Arnardóttir","Frekar hlynnt(ur)",22
"","Helga Arnardóttir","Mjög hlynnt(ur)",23
"","Helga Arnardóttir","Mjög hlynnt(ur)",24
"","Helga Arnardóttir","Mjög hlynnt(ur)",25
"","Helga Arnardóttir","Mjög sammála",26
"","Helga Arnardóttir","Sammála",27
"","Helga Arnardóttir","Sammála",28
"","Helga Arnardóttir","Framfærslan er alltof lág",29
"","Helga Arnardóttir","Bætur eru alltof lágar",30
"","Helga Arnardóttir","Bætur eru alltof lágar",31
"","Helga Arnardóttir","Alltof vægir",32
"","Helga Arnardóttir","Frekar andvíg(ur)",33
"","Helga Arnardóttir","Hlutlaus",34
"","Helga Arnardóttir","Frekar andvíg(ur)",35
"","Helga Arnardóttir","Mjög andvíg(ur)",36
"","Helga Arnardóttir","Mjög sammála",37
"","Helga Arnardóttir","Ósammála",38
"","Helga Arnardóttir","10 ára",39
"","Helga Arnardóttir","Mjög hlynnt(ur)",40
"","Helga Arnardóttir","Mjög hlynnt(ur)",41
"","Helga Arnardóttir","Hlutlaus",42
"","Helga Arnardóttir","Mjög hlynnt(ur)",43
"","Helga Arnardóttir","Mjög hlynnt(ur)",44
"","Helga Arnardóttir","Frekar andvíg(ur)",45
"","Helga Arnardóttir","Mjög ósammála",46
"","Helga Arnardóttir","Mjög mikilvægt",47
"","Helga Arnardóttir","Mjög hlynnt(ur)",48
"","Helga Arnardóttir","Mjög andvíg(ur)",49
"Þótt Ísland standi framalega í jafnrétti kynja miðað við aðrar þjóðir, standa konur enn höllum fæti t.d. varðandi laun, stjórnunarstöður o.fl. Það hallar þó líka á karla sérstaklega þegar kemur að forsjármálum.","Helga Arnardóttir","Ósammála",50
"Ég mundi vilja leyfa staðgöngumæðrun í velgjörðarskyni en geri mér þó grein fyrir því að þetta er mjög flókið mál og huga þarf vel að hver réttur staðgöngumóðurinnar er og taka tillit til þeirra tilfinninga sem upp geta komið hjá henni í þessu ferli. ","Helga Arnardóttir","Frekar hlynnt(ur)",51
"","Helga Arnardóttir","Mjög andvíg(ur)",52
"","Helga Arnardóttir","Hvorki né",53
"","Helga Arnardóttir","Innanlandsflug til Reykjavíkur fari um Keflavíkurflugvöll",54
"","Helga Arnardóttir","Frekar andvíg(ur)",55
"","Helga Arnardóttir","Hvorki né",56
"","Helga Arnardóttir","Hvorki né",57
"","Helga Arnardóttir","Atvinnuleysi",58
"","Helga Arnardóttir","Mjög ósammála",59
"","Helga Arnardóttir","Mjög ósammála",60
"","Helga Arnardóttir","Ósammála",61
"","Helga Arnardóttir","Hvorki né",62
"","Helga Arnardóttir","Mjög ósammála",63
"","Helga Arnardóttir","Mjög andvíg(ur)",64
"","Helga Arnardóttir","Sammála",65
